,sentence,word,sense,context,sym_context,sem_context,sns_context
593, p30/d0792,afraid,afraid.a.01,"['The', 'girl', 'was', 'afraid', 'of', 'her', 'own']","['the', 'girl', 'be', 'afraid', 'of', 'female', 'own']","['DEF', 'CON', 'PST', 'IST', 'REL', 'HAS', 'EMP']","['O', 'girl.n.01', 'O', 'afraid.a.01', 'O', 'female.n.02', 'O']"
594, p30/d0792,her,female.n.02,"['was', 'afraid', 'of', 'her', 'own', 'shadow', '.']","['be', 'afraid', 'of', 'female', 'own', 'shadow', '.']","['PST', 'IST', 'REL', 'HAS', 'EMP', 'CON', 'NIL']","['O', 'afraid.a.01', 'O', 'female.n.02', 'O', 'shadow.n.01', 'O']"
595, p30/d0792,shadow,shadow.n.01,"['of', 'her', 'own', 'shadow', '.']","['of', 'female', 'own', 'shadow', '.']","['REL', 'HAS', 'EMP', 'CON', 'NIL']","['O', 'female.n.02', 'O', 'shadow.n.01', 'O']"
596, p10/d3357,She,female.n.02,"['She', 'cared', 'for', 'her']","['female', 'care', 'for', 'female']","['PRO', 'EPS', 'REL', 'HAS']","['female.n.02', 'care.v.02', 'O', 'female.n.02']"
597, p10/d3357,cared,care.v.02,"['She', 'cared', 'for', 'her', 'sick']","['female', 'care', 'for', 'female', 'sick']","['PRO', 'EPS', 'REL', 'HAS', 'IST']","['female.n.02', 'care.v.02', 'O', 'female.n.02', 'sick.a.01']"
598, p10/d3357,her,female.n.02,"['She', 'cared', 'for', 'her', 'sick', 'mother', '.']","['female', 'care', 'for', 'female', 'sick', 'mother', '.']","['PRO', 'EPS', 'REL', 'HAS', 'IST', 'ROL', 'NIL']","['female.n.02', 'care.v.02', 'O', 'female.n.02', 'sick.a.01', 'mother.n.01', 'O']"
599, p10/d3357,sick,sick.a.01,"['cared', 'for', 'her', 'sick', 'mother', '.']","['care', 'for', 'female', 'sick', 'mother', '.']","['EPS', 'REL', 'HAS', 'IST', 'ROL', 'NIL']","['care.v.02', 'O', 'female.n.02', 'sick.a.01', 'mother.n.01', 'O']"
600, p10/d3357,mother,mother.n.01,"['for', 'her', 'sick', 'mother', '.']","['for', 'female', 'sick', 'mother', '.']","['REL', 'HAS', 'IST', 'ROL', 'NIL']","['O', 'female.n.02', 'sick.a.01', 'mother.n.01', 'O']"
601, p00/d3022,saw,see.v.01,"['We', 'saw', 'the', 'monkey', 'at']","['speaker', 'see', 'the', 'monkey', 'at', 'the']","['PRO', 'EPS', 'DEF', 'CON', 'REL', 'DEF']","['O', 'see.v.01', 'O', 'monkey.n.01', 'O', 'O']"
602, p00/d3022,monkey,monkey.n.01,"['We', 'saw', 'the', 'monkey', 'at', 'the', 'zoo']","['speaker', 'see', 'the', 'monkey', 'at', 'the', 'zoo']","['PRO', 'EPS', 'DEF', 'CON', 'REL', 'DEF', 'CON']","['O', 'see.v.01', 'O', 'monkey.n.01', 'O', 'O', 'zoo.n.01']"
603, p00/d3022,zoo,zoo.n.01,"['monkey', 'at', 'the', 'zoo', '.']","['the', 'monkey', 'at', 'the', 'zoo', '.']","['DEF', 'CON', 'REL', 'DEF', 'CON', 'NIL']","['O', 'monkey.n.01', 'O', 'O', 'zoo.n.01', 'O']"
604, p10/d0018,man,man.n.01,"['A', 'man', 'is', 'playing', 'flute']","['a', 'man', 'be', 'play', 'flute']","['DIS', 'CON', 'NOW', 'EXG', 'CON']","['O', 'man.n.01', 'O', 'play.v.07', 'flute.n.01']"
605, p10/d0018,playing,play.v.07,"['A', 'man', 'is', 'playing', 'flute']","['a', 'man', 'be', 'play', 'flute']","['DIS', 'CON', 'NOW', 'EXG', 'CON']","['O', 'man.n.01', 'O', 'play.v.07', 'flute.n.01']"
606, p10/d0018,flute,flute.n.01,"['man', 'is', 'playing', 'flute']","['man', 'be', 'play', 'flute']","['CON', 'NOW', 'EXG', 'CON']","['man.n.01', 'O', 'play.v.07', 'flute.n.01']"
607, p00/d0055,person,person.n.01,"['There', 'is', 'no', 'person', 'cutting', 'some', 'ginger']","['there', 'be', 'no', 'person', 'cut', 'some', 'ginger']","['NIL', 'NOW', 'NOT', 'CON', 'EXG', 'DIS', 'CON']","['O', 'O', 'O', 'person.n.01', 'cut.v.01', 'O', 'ginger.n.02']"
608, p00/d0055,cutting,cut.v.01,"['is', 'no', 'person', 'cutting', 'some', 'ginger']","['be', 'no', 'person', 'cut', 'some', 'ginger']","['NOW', 'NOT', 'CON', 'EXG', 'DIS', 'CON']","['O', 'O', 'person.n.01', 'cut.v.01', 'O', 'ginger.n.02']"
609, p00/d0055,ginger,ginger.n.02,"['person', 'cutting', 'some', 'ginger']","['person', 'cut', 'some', 'ginger']","['CON', 'EXG', 'DIS', 'CON']","['person.n.01', 'cut.v.01', 'O', 'ginger.n.02']"
610, p30/d1915,Tom,male.n.02,"['Tom', 'sold', 'his', 'house']","['tom', 'sell', 'male', 'house']","['PER', 'EPS', 'HAS', 'CON']","['male.n.02', 'sell.v.01', 'male.n.02', 'house.n.01']"
611, p30/d1915,sold,sell.v.01,"['Tom', 'sold', 'his', 'house', '.']","['tom', 'sell', 'male', 'house', '.']","['PER', 'EPS', 'HAS', 'CON', 'NIL']","['male.n.02', 'sell.v.01', 'male.n.02', 'house.n.01', 'O']"
612, p30/d1915,his,male.n.02,"['Tom', 'sold', 'his', 'house', '.']","['tom', 'sell', 'male', 'house', '.']","['PER', 'EPS', 'HAS', 'CON', 'NIL']","['male.n.02', 'sell.v.01', 'male.n.02', 'house.n.01', 'O']"
613, p30/d1915,house,house.n.01,"['Tom', 'sold', 'his', 'house', '.']","['tom', 'sell', 'male', 'house', '.']","['PER', 'EPS', 'HAS', 'CON', 'NIL']","['male.n.02', 'sell.v.01', 'male.n.02', 'house.n.01', 'O']"
614, p00/d0858,remember,remember.v.01,"['I', 'do', ""n't"", 'remember', 'your', 'name', '.']","['speaker', 'do', 'not', 'remember', 'hearer', 'name', '.']","['PRO', 'NOW', 'NOT', 'EXS', 'HAS', 'CON', 'NIL']","['O', 'O', 'O', 'remember.v.01', 'O', 'name.n.01', 'O']"
615, p00/d0858,name,name.n.01,"[""n't"", 'remember', 'your', 'name', '.']","['not', 'remember', 'hearer', 'name', '.']","['NOT', 'EXS', 'HAS', 'CON', 'NIL']","['O', 'remember.v.01', 'O', 'name.n.01', 'O']"
616, p00/d2743,decapitated,decapitated.a.01,"['A', 'decapitated', 'body', 'was', 'on']","['a', 'decapitated', 'person', 'be', 'on']","['DIS', 'IST', 'CON', 'EPS', 'REL']","['O', 'decapitated.a.01', 'person.n.02', 'be.v.03', 'O']"
617, p00/d2743,body,person.n.02,"['A', 'decapitated', 'body', 'was', 'on', 'the']","['a', 'decapitated', 'person', 'be', 'on', 'the']","['DIS', 'IST', 'CON', 'EPS', 'REL', 'DEF']","['O', 'decapitated.a.01', 'person.n.02', 'be.v.03', 'O', 'O']"
618, p00/d2743,was,be.v.03,"['A', 'decapitated', 'body', 'was', 'on', 'the', 'coroner']","['a', 'decapitated', 'person', 'be', 'on', 'the', 'coroner']","['DIS', 'IST', 'CON', 'EPS', 'REL', 'DEF', 'ROL']","['O', 'decapitated.a.01', 'person.n.02', 'be.v.03', 'O', 'O', 'coroner.n.01']"
619, p00/d2743,coroner,coroner.n.01,"['was', 'on', 'the', 'coroner', ""'s"", 'table', '.']","['be', 'on', 'the', 'coroner', ""'s"", 'table', '.']","['EPS', 'REL', 'DEF', 'ROL', 'HAS', 'CON', 'NIL']","['be.v.03', 'O', 'O', 'coroner.n.01', 'O', 'table.n.02', 'O']"
620, p00/d2743,table,table.n.02,"['the', 'coroner', ""'s"", 'table', '.']","['the', 'coroner', ""'s"", 'table', '.']","['DEF', 'ROL', 'HAS', 'CON', 'NIL']","['O', 'coroner.n.01', 'O', 'table.n.02', 'O']"
621, p00/d3546,monkey,monkey.n.01,"['The', 'monkey', 'escaped', 'from', 'its']","['the', 'monkey', 'escape', 'from', 'entity']","['DEF', 'CON', 'EPS', 'REL', 'HAS']","['O', 'monkey.n.01', 'escape.v.01', 'O', 'entity.n.01']"
622, p00/d3546,escaped,escape.v.01,"['The', 'monkey', 'escaped', 'from', 'its', 'cage']","['the', 'monkey', 'escape', 'from', 'entity', 'cage']","['DEF', 'CON', 'EPS', 'REL', 'HAS', 'CON']","['O', 'monkey.n.01', 'escape.v.01', 'O', 'entity.n.01', 'cage.n.01']"
623, p00/d3546,its,entity.n.01,"['monkey', 'escaped', 'from', 'its', 'cage', '.']","['monkey', 'escape', 'from', 'entity', 'cage', '.']","['CON', 'EPS', 'REL', 'HAS', 'CON', 'NIL']","['monkey.n.01', 'escape.v.01', 'O', 'entity.n.01', 'cage.n.01', 'O']"
624, p00/d3546,cage,cage.n.01,"['escaped', 'from', 'its', 'cage', '.']","['escape', 'from', 'entity', 'cage', '.']","['EPS', 'REL', 'HAS', 'CON', 'NIL']","['escape.v.01', 'O', 'entity.n.01', 'cage.n.01', 'O']"
625, p10/d1983,Who,person.n.01,"['Who', 'did', 'William~Wallace', 'defeat']","['person', 'do', 'william~wallace', 'defeat']","['QUE', 'PST', 'PER', 'EXS']","['person.n.01', 'O', 'male.n.02', 'defeat.v.01']"
626, p10/d1983,William~Wallace,male.n.02,"['Who', 'did', 'William~Wallace', 'defeat', '?']","['person', 'do', 'william~wallace', 'defeat', '?']","['QUE', 'PST', 'PER', 'EXS', 'QUE']","['person.n.01', 'O', 'male.n.02', 'defeat.v.01', 'O']"
627, p10/d1983,defeat,defeat.v.01,"['Who', 'did', 'William~Wallace', 'defeat', '?']","['person', 'do', 'william~wallace', 'defeat', '?']","['QUE', 'PST', 'PER', 'EXS', 'QUE']","['person.n.01', 'O', 'male.n.02', 'defeat.v.01', 'O']"
628, p20/d2922,button,button.v.02,"['I', 'have', 'to', 'button', 'my', 'jacket', '.']","['speaker', 'have', 'to', 'button', 'speaker', 'jacket', '.']","['PRO', 'NEC', 'NIL', 'EXS', 'HAS', 'CON', 'NIL']","['O', 'O', 'O', 'button.v.02', 'O', 'jacket.n.01', 'O']"
629, p20/d2922,jacket,jacket.n.01,"['to', 'button', 'my', 'jacket', '.']","['to', 'button', 'speaker', 'jacket', '.']","['NIL', 'EXS', 'HAS', 'CON', 'NIL']","['O', 'button.v.02', 'O', 'jacket.n.01', 'O']"
630, p10/d3417,found,find.v.03,"['We', 'found', 'one', '.']","['speaker', 'find', 'one', '.']","['PRO', 'EPS', 'CON', 'NIL']","['O', 'find.v.03', 'one.n.02', 'O']"
631, p10/d3417,one,one.n.02,"['We', 'found', 'one', '.']","['speaker', 'find', 'one', '.']","['PRO', 'EPS', 'CON', 'NIL']","['O', 'find.v.03', 'one.n.02', 'O']"
632, p00/d2080,Everybody,person.n.01,"['Everybody', 'hates', 'me', '.']","['person', 'hate', 'speaker', '.']","['AND', 'ENS', 'PRO', 'NIL']","['person.n.01', 'hate.v.01', 'O', 'O']"
633, p00/d2080,hates,hate.v.01,"['Everybody', 'hates', 'me', '.']","['person', 'hate', 'speaker', '.']","['AND', 'ENS', 'PRO', 'NIL']","['person.n.01', 'hate.v.01', 'O', 'O']"
634, p20/d2572,father,father.n.01,"['My', 'father', 'is', 'like', 'a']","['speaker', 'father', 'be', 'like', 'a']","['HAS', 'ROL', 'NOW', 'IST', 'DIS']","['O', 'father.n.01', 'O', 'like.a.01', 'O']"
635, p20/d2572,like,like.a.01,"['My', 'father', 'is', 'like', 'a', 'friend', 'to']","['speaker', 'father', 'be', 'like', 'a', 'friend', 'to']","['HAS', 'ROL', 'NOW', 'IST', 'DIS', 'ROL', 'REL']","['O', 'father.n.01', 'O', 'like.a.01', 'O', 'friend.n.01', 'O']"
636, p20/d2572,friend,friend.n.01,"['is', 'like', 'a', 'friend', 'to', 'me', '.']","['be', 'like', 'a', 'friend', 'to', 'speaker', '.']","['NOW', 'IST', 'DIS', 'ROL', 'REL', 'PRO', 'NIL']","['O', 'like.a.01', 'O', 'friend.n.01', 'O', 'O', 'O']"
637, p00/d2556,talk,talk.v.02,"['I', 'ca', ""n't"", 'talk', 'now', '.']","['speaker', 'can', 'not', 'talk', 'now', '.']","['PRO', 'POS', 'NOT', 'EXS', 'NOW', 'NIL']","['O', 'O', 'O', 'talk.v.02', 'O', 'O']"
638, p10/d2626,ill,ill.a.01,"['Yesterday', 'I', 'was', 'ill', '.']","['day', 'speaker', 'be', 'ill', '.']","['PST', 'PRO', 'PST', 'IST', 'NIL']","['O', 'O', 'O', 'ill.a.01', 'O']"
639, p00/d1923,It,entity.n.01,"['It', ""'s"", 'clean', '.']","['entity', 'be', 'clean', '.']","['PRO', 'NOW', 'IST', 'NIL']","['entity.n.01', 'O', 'clean.a.02', 'O']"
640, p00/d1923,clean,clean.a.02,"['It', ""'s"", 'clean', '.']","['entity', 'be', 'clean', '.']","['PRO', 'NOW', 'IST', 'NIL']","['entity.n.01', 'O', 'clean.a.02', 'O']"
641, p20/d1847,love,love.v.03,"['I', 'love', 'Hitomi', '.']","['speaker', 'love', 'hitomi', '.']","['PRO', 'ENS', 'PER', 'NIL']","['O', 'love.v.03', 'female.n.02', 'O']"
642, p20/d1847,Hitomi,female.n.02,"['I', 'love', 'Hitomi', '.']","['speaker', 'love', 'hitomi', '.']","['PRO', 'ENS', 'PER', 'NIL']","['O', 'love.v.03', 'female.n.02', 'O']"
643, p10/d3099,Mr.,mr.n.01,"['Mr.', 'Ford', 'is', 'all~right']","['mr', 'ford', 'be', 'all~right']","['ROL', 'PER', 'NOW', 'IST']","['mr.n.01', 'male.n.02', 'O', 'all_right.a.01']"
644, p10/d3099,Ford,male.n.02,"['Mr.', 'Ford', 'is', 'all~right', 'now']","['mr', 'ford', 'be', 'all~right', 'now']","['ROL', 'PER', 'NOW', 'IST', 'NOW']","['mr.n.01', 'male.n.02', 'O', 'all_right.a.01', 'O']"
645, p10/d3099,all~right,all_right.a.01,"['Mr.', 'Ford', 'is', 'all~right', 'now', '.']","['mr', 'ford', 'be', 'all~right', 'now', '.']","['ROL', 'PER', 'NOW', 'IST', 'NOW', 'NIL']","['mr.n.01', 'male.n.02', 'O', 'all_right.a.01', 'O', 'O']"
646, p00/d0826,uncle,uncle.n.01,"['My', 'uncle', 'bought', 'me', 'this']","['speaker', 'uncle', 'buy', 'speaker', 'entity']","['HAS', 'ROL', 'EPS', 'PRO', 'PRX']","['O', 'uncle.n.01', 'buy.v.01', 'O', 'entity.n.01']"
647, p00/d0826,bought,buy.v.01,"['My', 'uncle', 'bought', 'me', 'this', 'book']","['speaker', 'uncle', 'buy', 'speaker', 'entity', 'book']","['HAS', 'ROL', 'EPS', 'PRO', 'PRX', 'CON']","['O', 'uncle.n.01', 'buy.v.01', 'O', 'entity.n.01', 'book.n.02']"
648, p00/d0826,this,entity.n.01,"['uncle', 'bought', 'me', 'this', 'book', '.']","['uncle', 'buy', 'speaker', 'entity', 'book', '.']","['ROL', 'EPS', 'PRO', 'PRX', 'CON', 'NIL']","['uncle.n.01', 'buy.v.01', 'O', 'entity.n.01', 'book.n.02', 'O']"
649, p00/d0826,book,book.n.02,"['bought', 'me', 'this', 'book', '.']","['buy', 'speaker', 'entity', 'book', '.']","['EPS', 'PRO', 'PRX', 'CON', 'NIL']","['buy.v.01', 'O', 'entity.n.01', 'book.n.02', 'O']"
650, p30/d2439,Forgive,forgive.v.01,"['Forgive', 'me', '!']","['forgive', 'speaker', '!']","['EXS', 'PRO', 'EMP']","['forgive.v.01', 'O', 'O']"
651, p10/d1684,She,female.n.02,"['She', 'handed', 'him', 'the']","['female', 'hand', 'male', 'the', 'male']","['PRO', 'EPS', 'PRO', 'DEF', 'PRO']","['female.n.02', 'hand.v.01', 'male.n.02', 'O', 'male.n.02']"
652, p10/d1684,handed,hand.v.01,"['She', 'handed', 'him', 'the', 'money']","['female', 'hand', 'male', 'the', 'money', 'male']","['PRO', 'EPS', 'PRO', 'DEF', 'CON', 'PRO']","['female.n.02', 'hand.v.01', 'male.n.02', 'O', 'money.n.01', 'male.n.02']"
653, p10/d1684,him,male.n.02,"['She', 'handed', 'him', 'the', 'money', 'that']","['female', 'hand', 'male', 'the', 'money', 'that', 'male']","['PRO', 'EPS', 'PRO', 'DEF', 'CON', 'AND', 'PRO']","['female.n.02', 'hand.v.01', 'male.n.02', 'O', 'money.n.01', 'O', 'male.n.02']"
654, p10/d1684,money,money.n.01,"['handed', 'him', 'the', 'money', 'that', 'she', 'owed']","['hand', 'male', 'the', 'money', 'that', 'female', 'owe', 'male']","['EPS', 'PRO', 'DEF', 'CON', 'AND', 'PRO', 'EPS', 'PRO']","['hand.v.01', 'male.n.02', 'O', 'money.n.01', 'O', 'female.n.02', 'owe.v.01', 'male.n.02']"
655, p10/d1684,she,female.n.02,"['the', 'money', 'that', 'she', 'owed', 'him', '.']","['male', 'the', 'money', 'that', 'female', 'owe', 'male', '.']","['PRO', 'DEF', 'CON', 'AND', 'PRO', 'EPS', 'PRO', 'NIL']","['male.n.02', 'O', 'money.n.01', 'O', 'female.n.02', 'owe.v.01', 'male.n.02', 'O']"
656, p10/d1684,owed,owe.v.01,"['money', 'that', 'she', 'owed', 'him', '.']","['male', 'money', 'that', 'female', 'owe', 'male', '.']","['PRO', 'CON', 'AND', 'PRO', 'EPS', 'PRO', 'NIL']","['male.n.02', 'money.n.01', 'O', 'female.n.02', 'owe.v.01', 'male.n.02', 'O']"
657, p10/d1684,him,male.n.02,"['that', 'she', 'owed', 'him', '.']","['male', 'that', 'female', 'owe', 'male', '.']","['PRO', 'AND', 'PRO', 'EPS', 'PRO', 'NIL']","['male.n.02', 'O', 'female.n.02', 'owe.v.01', 'male.n.02', 'O']"
658, p00/d2629,He,male.n.02,"['He', ""'s"", 'the', 'oldest']","['male', 'be', 'the', 'old']","['PRO', 'ENS', 'DEF', 'TOP']","['male.n.02', 'be.v.02', 'O', 'old.a.01']"
659, p00/d2629,'s,be.v.02,"['He', ""'s"", 'the', 'oldest', 'son']","['male', 'be', 'the', 'old', 'son']","['PRO', 'ENS', 'DEF', 'TOP', 'ROL']","['male.n.02', 'be.v.02', 'O', 'old.a.01', 'son.n.01']"
660, p00/d2629,oldest,old.a.01,"['He', ""'s"", 'the', 'oldest', 'son', '.']","['male', 'be', 'the', 'old', 'son', '.']","['PRO', 'ENS', 'DEF', 'TOP', 'ROL', 'NIL']","['male.n.02', 'be.v.02', 'O', 'old.a.01', 'son.n.01', 'O']"
661, p00/d2629,son,son.n.01,"[""'s"", 'the', 'oldest', 'son', '.']","['be', 'the', 'old', 'son', '.']","['ENS', 'DEF', 'TOP', 'ROL', 'NIL']","['be.v.02', 'O', 'old.a.01', 'son.n.01', 'O']"
662, p20/d2518,barred,bar.v.02,"['We', 'barred', 'the', 'door', 'and']","['speaker', 'bar', 'the', 'door', 'and']","['PRO', 'EPS', 'DEF', 'CON', 'COO']","['O', 'bar.v.02', 'O', 'door.n.01', 'O']"
663, p20/d2518,door,door.n.01,"['We', 'barred', 'the', 'door', 'and', 'locked', 'it']","['speaker', 'bar', 'the', 'door', 'and', 'lock', 'entity']","['PRO', 'EPS', 'DEF', 'CON', 'COO', 'EPS', 'PRO']","['O', 'bar.v.02', 'O', 'door.n.01', 'O', 'lock.v.01', 'entity.n.01']"
664, p20/d2518,locked,lock.v.01,"['the', 'door', 'and', 'locked', 'it', '.']","['the', 'door', 'and', 'lock', 'entity', '.']","['DEF', 'CON', 'COO', 'EPS', 'PRO', 'NIL']","['O', 'door.n.01', 'O', 'lock.v.01', 'entity.n.01', 'O']"
665, p20/d2518,it,entity.n.01,"['door', 'and', 'locked', 'it', '.']","['door', 'and', 'lock', 'entity', '.']","['CON', 'COO', 'EPS', 'PRO', 'NIL']","['door.n.01', 'O', 'lock.v.01', 'entity.n.01', 'O']"
666, p20/d1988,secret,secret.n.01,"['The', 'secret', 'leaked', 'out', '.']","['the', 'secret', 'leak~out', 'out', '.']","['DEF', 'CON', 'EPS', 'REL', 'NIL']","['O', 'secret.n.01', 'leak_out.v.01', 'O', 'O']"
667, p20/d1988,leaked,leak_out.v.01,"['The', 'secret', 'leaked', 'out', '.']","['the', 'secret', 'leak~out', 'out', '.']","['DEF', 'CON', 'EPS', 'REL', 'NIL']","['O', 'secret.n.01', 'leak_out.v.01', 'O', 'O']"
668, p20/d1938,Abrams,male.n.02,"['Abrams', 'handed', 'the', 'cigarette']","['abrams', 'hand', 'the', 'cigarette']","['PER', 'EPS', 'DEF', 'CON']","['male.n.02', 'hand.v.01', 'O', 'cigarette.n.01']"
669, p20/d1938,handed,hand.v.01,"['Abrams', 'handed', 'the', 'cigarette', 'to']","['abrams', 'hand', 'the', 'cigarette', 'to']","['PER', 'EPS', 'DEF', 'CON', 'REL']","['male.n.02', 'hand.v.01', 'O', 'cigarette.n.01', 'O']"
670, p20/d1938,cigarette,cigarette.n.01,"['Abrams', 'handed', 'the', 'cigarette', 'to', 'Browne', '.']","['abrams', 'hand', 'the', 'cigarette', 'to', 'browne', '.']","['PER', 'EPS', 'DEF', 'CON', 'REL', 'PER', 'NIL']","['male.n.02', 'hand.v.01', 'O', 'cigarette.n.01', 'O', 'male.n.02', 'O']"
671, p20/d1938,Browne,male.n.02,"['the', 'cigarette', 'to', 'Browne', '.']","['the', 'cigarette', 'to', 'browne', '.']","['DEF', 'CON', 'REL', 'PER', 'NIL']","['O', 'cigarette.n.01', 'O', 'male.n.02', 'O']"
672, p20/d0866,He,male.n.02,"['He', 'needs', 'an', 'umbrella']","['male', 'need', 'an', 'umbrella']","['PRO', 'ENS', 'DIS', 'CON']","['male.n.02', 'need.v.02', 'O', 'umbrella.n.01']"
673, p20/d0866,needs,need.v.02,"['He', 'needs', 'an', 'umbrella', '.']","['male', 'need', 'an', 'umbrella', '.']","['PRO', 'ENS', 'DIS', 'CON', 'NIL']","['male.n.02', 'need.v.02', 'O', 'umbrella.n.01', 'O']"
674, p20/d0866,umbrella,umbrella.n.01,"['He', 'needs', 'an', 'umbrella', '.']","['male', 'need', 'an', 'umbrella', '.']","['PRO', 'ENS', 'DIS', 'CON', 'NIL']","['male.n.02', 'need.v.02', 'O', 'umbrella.n.01', 'O']"
675, p20/d1456,long,long.a.02,"['How', 'long', 'is', 'this', 'blade']","['how', 'long', 'be', 'this', 'blade']","['QUE', 'DEG', 'NOW', 'PRX', 'CON']","['O', 'long.a.02', 'O', 'O', 'blade.n.04']"
676, p20/d1456,blade,blade.n.04,"['long', 'is', 'this', 'blade', '?']","['long', 'be', 'this', 'blade', '?']","['DEG', 'NOW', 'PRX', 'CON', 'QUE']","['long.a.02', 'O', 'O', 'blade.n.04', 'O']"
677, p30/d0195,He,male.n.02,"['He', 'asked', 'me', 'whether']","['male', 'ask', 'speaker', 'whether']","['PRO', 'EPS', 'PRO', 'DIS']","['male.n.02', 'ask.v.01', 'O', 'O']"
678, p30/d0195,asked,ask.v.01,"['He', 'asked', 'me', 'whether', 'I']","['male', 'ask', 'speaker', 'whether', 'speaker']","['PRO', 'EPS', 'PRO', 'DIS', 'PRO']","['male.n.02', 'ask.v.01', 'O', 'O', 'O']"
679, p30/d0195,like,like.v.02,"['me', 'whether', 'I', 'like', 'math', '.']","['speaker', 'whether', 'speaker', 'like', 'math', '.']","['PRO', 'DIS', 'PRO', 'ENS', 'CON', 'NIL']","['O', 'O', 'O', 'like.v.02', 'math.n.01', 'O']"
680, p30/d0195,math,math.n.01,"['whether', 'I', 'like', 'math', '.']","['whether', 'speaker', 'like', 'math', '.']","['DIS', 'PRO', 'ENS', 'CON', 'NIL']","['O', 'O', 'like.v.02', 'math.n.01', 'O']"
681, p10/d3363,He,male.n.02,"['He', 'darkens', 'the', 'room']","['male', 'darken', 'the', 'room']","['PRO', 'ENS', 'DEF', 'CON']","['male.n.02', 'darken.v.03', 'O', 'room.n.01']"
682, p10/d3363,darkens,darken.v.03,"['He', 'darkens', 'the', 'room', '.']","['male', 'darken', 'the', 'room', '.']","['PRO', 'ENS', 'DEF', 'CON', 'NIL']","['male.n.02', 'darken.v.03', 'O', 'room.n.01', 'O']"
683, p10/d3363,room,room.n.01,"['He', 'darkens', 'the', 'room', '.']","['male', 'darken', 'the', 'room', '.']","['PRO', 'ENS', 'DEF', 'CON', 'NIL']","['male.n.02', 'darken.v.03', 'O', 'room.n.01', 'O']"
684, p00/d3353,Tom,male.n.02,"['Tom', ""'s"", 'cooking', 'breakfast']","['tom', 'be', 'cook', 'breakfast']","['PER', 'NOW', 'EXG', 'CON']","['male.n.02', 'O', 'cook.v.02', 'breakfast.n.01']"
685, p00/d3353,cooking,cook.v.02,"['Tom', ""'s"", 'cooking', 'breakfast', '.']","['tom', 'be', 'cook', 'breakfast', '.']","['PER', 'NOW', 'EXG', 'CON', 'NIL']","['male.n.02', 'O', 'cook.v.02', 'breakfast.n.01', 'O']"
686, p00/d3353,breakfast,breakfast.n.01,"['Tom', ""'s"", 'cooking', 'breakfast', '.']","['tom', 'be', 'cook', 'breakfast', '.']","['PER', 'NOW', 'EXG', 'CON', 'NIL']","['male.n.02', 'O', 'cook.v.02', 'breakfast.n.01', 'O']"
687, p00/d2572,This,entity.n.01,"['This', 'story', 'does', ""n't""]","['entity', 'story', 'do', 'not']","['PRX', 'CON', 'NOW', 'NOT']","['entity.n.01', 'story.n.02', 'O', 'O']"
688, p00/d2572,story,story.n.02,"['This', 'story', 'does', ""n't"", 'have']","['entity', 'story', 'do', 'not', 'have']","['PRX', 'CON', 'NOW', 'NOT', 'EXS']","['entity.n.01', 'story.n.02', 'O', 'O', 'have.v.02']"
689, p00/d2572,have,have.v.02,"['story', 'does', ""n't"", 'have', 'a', 'happy', 'ending']","['story', 'do', 'not', 'have', 'a', 'happy', 'ending']","['CON', 'NOW', 'NOT', 'EXS', 'DIS', 'IST', 'CON']","['story.n.02', 'O', 'O', 'have.v.02', 'O', 'happy.a.01', 'ending.n.04']"
690, p00/d2572,happy,happy.a.01,"[""n't"", 'have', 'a', 'happy', 'ending', '.']","['not', 'have', 'a', 'happy', 'ending', '.']","['NOT', 'EXS', 'DIS', 'IST', 'CON', 'NIL']","['O', 'have.v.02', 'O', 'happy.a.01', 'ending.n.04', 'O']"
691, p00/d2572,ending,ending.n.04,"['have', 'a', 'happy', 'ending', '.']","['have', 'a', 'happy', 'ending', '.']","['EXS', 'DIS', 'IST', 'CON', 'NIL']","['have.v.02', 'O', 'happy.a.01', 'ending.n.04', 'O']"
692, p10/d2439,hate,hate.v.01,"['I', 'hate', 'birthday~parties', '.']","['speaker', 'hate', 'birthday~party', '.']","['PRO', 'ENS', 'CON', 'NIL']","['O', 'hate.v.01', 'birthday_party.n.01', 'O']"
693, p10/d2439,birthday~parties,birthday_party.n.01,"['I', 'hate', 'birthday~parties', '.']","['speaker', 'hate', 'birthday~party', '.']","['PRO', 'ENS', 'CON', 'NIL']","['O', 'hate.v.01', 'birthday_party.n.01', 'O']"
694, p10/d2984,pessimism,pessimism.n.01,"['What', 'a', 'pessimism', '!']","['what', 'a', 'pessimism', '!']","['EMP', 'DIS', 'CON', 'EMP']","['O', 'O', 'pessimism.n.01', 'O']"
695, p10/d3483,illiterate,illiterate.a.01,"['I', ""'m"", 'illiterate', '.']","['speaker', 'be', 'illiterate', '.']","['PRO', 'NOW', 'IST', 'NIL']","['O', 'O', 'illiterate.a.01', 'O']"
696, p30/d3248,Tom,male.n.02,"['Tom', 'is', 'very', 'sociable']","['tom', 'be', 'very', 'sociable']","['PER', 'NOW', 'INT', 'IST']","['male.n.02', 'O', 'very.r.01', 'sociable.a.01']"
697, p30/d3248,very,very.r.01,"['Tom', 'is', 'very', 'sociable', '.']","['tom', 'be', 'very', 'sociable', '.']","['PER', 'NOW', 'INT', 'IST', 'NIL']","['male.n.02', 'O', 'very.r.01', 'sociable.a.01', 'O']"
