,sentence,word,sense,context,sym_context,sem_context,sns_context
477, p00/d2860,table,table.n.01,"['this', 'table', '.']","['entity', 'table', '.']","['PRX', 'CON', 'NIL']","['entity.n.01', 'table.n.01', 'O']"
478, p00/d1906,He,male.n.02,"['He', 'needs']","['male', 'need']","['PRO', 'ENS']","['male.n.02', 'need.v.01']"
479, p00/d1906,needs,need.v.01,"['He', 'needs', 'assistants']","['male', 'need', 'assistant']","['PRO', 'ENS', 'ROL']","['male.n.02', 'need.v.01', 'assistant.n.01']"
480, p00/d1906,assistants,assistant.n.01,"['needs', 'assistants', '.']","['need', 'assistant', '.']","['ENS', 'ROL', 'NIL']","['need.v.01', 'assistant.n.01', 'O']"
481, p30/d2474,are,be.v.03,"['There', 'are', 'many']","['there', 'be', '+']","['NIL', 'ENS', 'QUV']","['O', 'be.v.03', 'O']"
482, p30/d2474,fish,fish.n.01,"['many', 'fish', 'in']","['+', 'fish', 'in']","['QUV', 'CON', 'REL']","['O', 'fish.n.01', 'O']"
483, p30/d2474,lake,lake.n.01,"['this', 'lake', '.']","['this', 'lake', '.']","['PRX', 'CON', 'NIL']","['O', 'lake.n.01', 'O']"
484, p00/d0809,dog,dog.n.01,"['The', 'dog', 'attacked']","['the', 'dog', 'attack']","['DEF', 'CON', 'EPS']","['O', 'dog.n.01', 'attack.v.04']"
485, p00/d0809,attacked,attack.v.04,"['dog', 'attacked', 'the']","['dog', 'attack', 'the']","['CON', 'EPS', 'DEF']","['dog.n.01', 'attack.v.04', 'O']"
486, p00/d0809,little,little.a.03,"['the', 'little', 'boy']","['the', 'little', 'boy']","['DEF', 'IST', 'CON']","['O', 'little.a.03', 'boy.n.01']"
487, p00/d0809,boy,boy.n.01,"['little', 'boy', '.']","['little', 'boy', '.']","['IST', 'CON', 'NIL']","['little.a.03', 'boy.n.01', 'O']"
488, p00/d1903,Tom,male.n.02,"['Tom', 'played']","['tom', 'play']","['PER', 'EPS']","['male.n.02', 'play.v.05']"
489, p00/d1903,played,play.v.05,"['Tom', 'played', 'with']","['tom', 'play', 'with']","['PER', 'EPS', 'REL']","['male.n.02', 'play.v.05', 'O']"
490, p00/d1903,his,male.n.02,"['with', 'his', 'dog']","['with', 'male', 'dog']","['REL', 'HAS', 'CON']","['O', 'male.n.02', 'dog.n.01']"
491, p00/d1903,dog,dog.n.01,"['his', 'dog', '.']","['male', 'dog', '.']","['HAS', 'CON', 'NIL']","['male.n.02', 'dog.n.01', 'O']"
492, p00/d3420,saving,save_up.v.01,"['am', 'saving', 'up']","['be', 'save~up', 'up']","['NOW', 'EXG', 'REL']","['O', 'save_up.v.01', 'O']"
493, p00/d3420,go,go.v.01,"['can', 'go', 'to']","['can', 'go', 'to']","['POS', 'EXS', 'REL']","['O', 'go.v.01', 'O']"
494, p00/d3420,Australia,country.n.02,"['to', 'Australia', '.']","['to', 'australia', '.']","['REL', 'GPE', 'NIL']","['O', 'country.n.02', 'O']"
495, p20/d3161,Seicho~Matumoto,male.n.02,"['Seicho~Matumoto', 'died']","['seicho~matumoto', 'die']","['PER', 'EPS']","['male.n.02', 'die.v.01']"
496, p20/d3161,died,die.v.01,"['Seicho~Matumoto', 'died', 'in']","['seicho~matumoto', 'die', 'in']","['PER', 'EPS', 'REL']","['male.n.02', 'die.v.01', 'O']"
497, p20/d0986,develop,develop.v.01,"['us', 'develop', 'this']","['speaker', 'develop', 'entity']","['PRO', 'EXS', 'PRX']","['O', 'develop.v.01', 'entity.n.01']"
498, p20/d0986,this,entity.n.01,"['develop', 'this', '.']","['develop', 'entity', '.']","['EXS', 'PRX', 'NIL']","['develop.v.01', 'entity.n.01', 'O']"
499, p00/d2568,Tom,male.n.02,"['Tom', 'has']","['tom', 'have']","['PER', 'ENS']","['male.n.02', 'have.v.01']"
500, p00/d2568,has,have.v.01,"['Tom', 'has', 'a']","['tom', 'have', 'a']","['PER', 'ENS', 'DIS']","['male.n.02', 'have.v.01', 'O']"
501, p00/d2568,Swiss,country.n.02,"['a', 'Swiss', 'bank~account']","['a', 'switzerland', 'bank~account']","['DIS', 'GPO', 'CON']","['O', 'country.n.02', 'bank_account.n.01']"
502, p00/d2568,bank~account,bank_account.n.01,"['Swiss', 'bank~account', '.']","['switzerland', 'bank~account', '.']","['GPO', 'CON', 'NIL']","['country.n.02', 'bank_account.n.01', 'O']"
503, p00/d0952,lost,lose.v.04,"['I', 'lost', 'my']","['speaker', 'lose', 'speaker']","['PRO', 'EPS', 'HAS']","['O', 'lose.v.04', 'O']"
504, p00/d0952,key,key.n.01,"['my', 'key', '.']","['speaker', 'key', '.']","['HAS', 'CON', 'NIL']","['O', 'key.n.01', 'O']"
505, p00/d1582,deserve,deserve.v.01,"['I', 'deserve', 'an']","['speaker', 'deserve', 'an']","['PRO', 'ENS', 'DIS']","['O', 'deserve.v.01', 'O']"
506, p00/d1582,explanation,explanation.n.01,"['an', 'explanation', '.']","['an', 'explanation', '.']","['DIS', 'CON', 'NIL']","['O', 'explanation.n.01', 'O']"
507, p30/d3513,do,do.v.02,"['I', 'do', 'some']","['speaker', 'do', 'some']","['PRO', 'ENS', 'DIS']","['O', 'do.v.02', 'O']"
508, p30/d3513,work,work.n.03,"['some', 'work', 'for']","['some', 'work', 'for']","['DIS', 'CON', 'REL']","['O', 'work.n.03', 'O']"
509, p30/d3513,Tom,male.n.02,"['for', 'Tom', 'from~time~to~time']","['for', 'tom', 'from~time~to~time']","['REL', 'PER', 'IST']","['O', 'male.n.02', 'from_time_to_time.r.01']"
510, p30/d3513,from~time~to~time,from_time_to_time.r.01,"['Tom', 'from~time~to~time', '.']","['tom', 'from~time~to~time', '.']","['PER', 'IST', 'NIL']","['male.n.02', 'from_time_to_time.r.01', 'O']"
511, p00/d0784,Bob,male.n.02,"['Bob', 'is']","['bob', 'be']","['PER', 'NOW']","['male.n.02', 'be.v.01']"
512, p00/d0784,is,be.v.01,"['Bob', 'is', 'popular']","['bob', 'be', 'popular']","['PER', 'NOW', 'IST']","['male.n.02', 'be.v.01', 'popular.a.01']"
513, p00/d0784,popular,popular.a.01,"['is', 'popular', 'at']","['be', 'popular', 'at']","['NOW', 'IST', 'REL']","['be.v.01', 'popular.a.01', 'O']"
514, p00/d0784,school,school.n.06,"['at', 'school', '.']","['at', 'school', '.']","['REL', 'CON', 'NIL']","['O', 'school.n.06', 'O']"
515, p00/d2596,stung,sting.v.02,"['been', 'stung', 'by']","['be', 'sting', 'by']","['PFT', 'EXS', 'REL']","['O', 'sting.v.02', 'O']"
516, p00/d2596,hornet,hornet.n.01,"['a', 'hornet', '.']","['a', 'hornet', '.']","['DIS', 'CON', 'NIL']","['O', 'hornet.n.01', 'O']"
517, p30/d2976,gold,gold.a.01,"['That', 'gold', 'ring']","['that', 'gold', 'ring']","['DST', 'CON', 'CON']","['O', 'gold.a.01', 'ring.n.08']"
518, p30/d2976,ring,ring.n.08,"['gold', 'ring', 'belonged']","['gold', 'ring', 'belong']","['CON', 'CON', 'EPS']","['gold.a.01', 'ring.n.08', 'belong.v.01']"
519, p30/d2976,belonged,belong.v.01,"['ring', 'belonged', 'to']","['ring', 'belong', 'to']","['CON', 'EPS', 'REL']","['ring.n.08', 'belong.v.01', 'O']"
520, p30/d2976,mother,mother.n.01,"['my', 'mother', '.']","['speaker', 'mother', '.']","['HAS', 'ROL', 'NIL']","['O', 'mother.n.01', 'O']"
521, p20/d1392,time~zones,time_zone.n.01,"['many', 'time~zones', 'are']","['?', 'time~zone', 'be']","['QUV', 'CON', 'ENS']","['O', 'time_zone.n.01', 'be.v.03']"
522, p20/d1392,are,be.v.03,"['time~zones', 'are', 'there']","['time~zone', 'be', 'there']","['CON', 'ENS', 'NIL']","['time_zone.n.01', 'be.v.03', 'O']"
523, p20/d1392,world,world.n.04,"['the', 'world', '?']","['the', 'world', '?']","['DEF', 'CON', 'QUE']","['O', 'world.n.04', 'O']"
524, p00/d1719,took,take.v.09,"['I', 'took', 'the']","['speaker', 'take', 'the', 'the']","['PRO', 'EPS', 'DEF', 'DEF']","['O', 'take.v.09', 'O', 'O']"
525, p00/d1719,elevator,elevator.n.01,"['the', 'elevator', 'to']","['the', 'elevator', 'to', 'the']","['DEF', 'CON', 'REL', 'DEF']","['O', 'elevator.n.01', 'O', 'O']"
526, p00/d1719,third,3.n.01,"['the', 'third', 'floor']","['the', 'the', '3', 'floor']","['DEF', 'DEF', 'ORD', 'CON']","['O', 'O', '3.n.01', 'floor.n.02']"
527, p00/d1719,floor,floor.n.02,"['third', 'floor', '.']","['3', 'floor', '.']","['ORD', 'CON', 'NIL']","['3.n.01', 'floor.n.02', 'O']"
528, p10/d2786,He,male.n.02,"['He', 'walked']","['male', 'walk']","['PRO', 'EPS']","['male.n.02', 'walk.v.01']"
529, p10/d2786,walked,walk.v.01,"['He', 'walked', 'along']","['male', 'walk', 'along']","['PRO', 'EPS', 'REL']","['male.n.02', 'walk.v.01', 'O']"
530, p10/d2786,river,river.n.01,"['the', 'river', '.']","['the', 'river', '.']","['DEF', 'CON', 'NIL']","['O', 'river.n.01', 'O']"
531, p10/d2993,journeys,journey.n.01,"['All', 'journeys', 'begin']","['all', 'journey', 'begin']","['AND', 'CON', 'EXS']","['O', 'journey.n.01', 'begin.v.01']"
532, p10/d2993,begin,begin.v.01,"['journeys', 'begin', 'with']","['journey', 'begin', 'with']","['CON', 'EXS', 'REL']","['journey.n.01', 'begin.v.01', 'O']"
533, p10/d2993,first~step,first_step.n.01,"['a', 'first~step', '.']","['a', 'first~step', '.']","['DIS', 'CON', 'NIL']","['O', 'first_step.n.01', 'O']"
534, p30/d2082,policemen,policeman.n.01,"['two', 'policemen', 'were']","['2', 'policeman', 'be']","['QUC', 'ROL', 'PST']","['O', 'policeman.n.01', 'O']"
535, p30/d2082,exhausted,exhausted.a.01,"['were', 'exhausted', ',']","['be', 'exhausted', ',']","['PST', 'IST', 'NIL']","['O', 'exhausted.a.01', 'O']"
536, p10/d0831,are,be.v.03,"['You', 'are', 'on']","['hearer', 'be', 'on']","['PRO', 'ENS', 'REL']","['O', 'be.v.03', 'O']"
537, p10/d0831,wrong,wrong.a.03,"['the', 'wrong', 'train']","['the', 'wrong', 'train']","['DEF', 'IST', 'CON']","['O', 'wrong.a.03', 'train.n.01']"
538, p10/d0831,train,train.n.01,"['wrong', 'train', '.']","['wrong', 'train', '.']","['IST', 'CON', 'NIL']","['wrong.a.03', 'train.n.01', 'O']"
539, p10/d2009,want,want.v.01,"['I', 'want', 'a']","['speaker', 'want', 'a']","['PRO', 'ENS', 'DIS']","['O', 'want.v.01', 'O']"
540, p10/d2009,divorce,divorce.n.01,"['a', 'divorce', '.']","['a', 'divorce', '.']","['DIS', 'CON', 'NIL']","['O', 'divorce.n.01', 'O']"
541, p20/d0925,furious,furious.a.02,"['was', 'furious', '.']","['be', 'furious', '.']","['PST', 'IST', 'NIL']","['O', 'furious.a.02', 'O']"
542, p30/d3331,Tom,male.n.02,"['Tom', 'got']","['tom', 'get']","['PER', 'EPS']","['male.n.02', 'get.v.09']"
543, p30/d3331,got,get.v.09,"['Tom', 'got', 'an']","['tom', 'get', 'an']","['PER', 'EPS', 'DIS']","['male.n.02', 'get.v.09', 'O']"
544, p20/d0894,foreigner,foreigner.n.01,"['a', 'foreigner', '.']","['a', 'foreigner', '.']","['DIS', 'ROL', 'NIL']","['O', 'foreigner.n.01', 'O']"
545, p00/d2993,pie,pie.n.01,"['The', 'pie', 'is']","['the', 'pie', 'be']","['DEF', 'CON', 'NOW']","['O', 'pie.n.01', 'O']"
546, p00/d2993,fresh,fresh.a.01,"['is', 'fresh', '.']","['be', 'fresh', '.']","['NOW', 'IST', 'NIL']","['O', 'fresh.a.01', 'O']"
547, p20/d2083,survived,survive.v.01,"['We', 'survived', '!']","['speaker', 'survive', '!']","['PRO', 'EPS', 'EMP']","['O', 'survive.v.01', 'O']"
548, p10/d3082,Tom,male.n.02,"['Tom', 'is']","['tom', 'be']","['PER', 'ENS']","['male.n.02', 'be.v.02']"
549, p10/d3082,is,be.v.02,"['Tom', 'is', ""n't""]","['tom', 'be', 'not']","['PER', 'ENS', 'NOT']","['male.n.02', 'be.v.02', 'O']"
550, p10/d3082,father,father.n.01,"['my', 'father', '.']","['speaker', 'father', '.']","['HAS', 'ROL', 'NIL']","['O', 'father.n.01', 'O']"
551, p00/d0781,stood,stand.v.03,"['We', 'stood', 'at']","['speaker', 'stand', 'at']","['PRO', 'EPS', 'REL']","['O', 'stand.v.03', 'O']"
552, p00/d0781,door,door.n.01,"['the', 'door', 'and']","['the', 'door', 'and']","['DEF', 'CON', 'AND']","['O', 'door.n.01', 'O']"
553, p00/d0781,waited,wait.v.01,"['and', 'waited', '.']","['and', 'wait', '.']","['AND', 'EPS', 'NIL']","['O', 'wait.v.01', 'O']"
554, p20/d3269,baffled,baffled.a.01,"['am', 'baffled', '.']","['be', 'baffled', '.']","['NOW', 'IST', 'NIL']","['O', 'baffled.a.01', 'O']"
555, p30/d1322,room,room.n.01,"['A', 'room', '.']","['a', 'room', '.']","['DIS', 'CON', 'NIL']","['O', 'room.n.01', 'O']"
556, p10/d1501,owe,owe.v.03,"['I', 'owe', 'him']","['speaker', 'owe', 'male']","['PRO', 'ENS', 'PRO']","['O', 'owe.v.03', 'male.n.02']"
557, p10/d1501,him,male.n.02,"['owe', 'him', '1,000']","['owe', 'male', '1000']","['ENS', 'PRO', 'QUC']","['owe.v.03', 'male.n.02', 'O']"
558, p10/d1501,dollars,dollar.n.01,"['1,000', 'dollars', '.']","['1000', 'dollar', '.']","['QUC', 'UOM', 'NIL']","['O', 'dollar.n.01', 'O']"
559, p00/d2718,Tom,male.n.02,"['Tom', 'ca']","['tom', 'can', 'tom', 'can']","['PER', 'POS', 'PER', 'POS']","['male.n.02', 'O', 'male.n.02', 'O']"
560, p00/d2718,speak,speak.v.03,"[""n't"", 'speak', 'French']","['not', 'speak', 'french', 'not', 'speak']","['NOT', 'EXS', 'CON', 'NOT', 'EXS']","['O', 'speak.v.03', 'french.n.01', 'O', 'speak.v.03']"
561, p00/d2718,French,french.n.01,"['speak', 'French', '.']","['speak', 'french', '.', 'speak', '.']","['EXS', 'CON', 'NIL', 'EXS', 'NIL']","['speak.v.03', 'french.n.01', 'O', 'speak.v.03', 'O']"
562, p00/d2718,Tom,male.n.02,"['.', 'Tom', 'ca']","['tom', 'can', '.', 'tom', 'can', '.']","['PER', 'POS', 'NIL', 'PER', 'POS', 'NIL']","['male.n.02', 'O', 'O', 'male.n.02', 'O', 'O']"
563, p00/d2718,speak,speak.v.03,"[""n't"", 'speak', 'Spanish']","['not', 'speak', 'not', 'speak', 'spanish']","['NOT', 'EXS', 'NOT', 'EXS', 'CON']","['O', 'speak.v.03', 'O', 'speak.v.03', 'spanish.n.01']"
564, p00/d2718,Spanish,spanish.n.01,"['speak', 'Spanish', 'either']","['speak', 'speak', 'spanish', 'either']","['EXS', 'EXS', 'CON', 'ALT']","['speak.v.03', 'speak.v.03', 'spanish.n.01', 'O']"
565, p00/d2296,He,male.n.02,"['He', 'needed']","['male', 'need']","['PRO', 'EPS']","['male.n.02', 'need.v.03']"
566, p00/d2296,needed,need.v.03,"['He', 'needed', 'money']","['male', 'need', 'money']","['PRO', 'EPS', 'CON']","['male.n.02', 'need.v.03', 'money.n.01']"
567, p00/d2296,money,money.n.01,"['needed', 'money', '.']","['need', 'money', '.']","['EPS', 'CON', 'NIL']","['need.v.03', 'money.n.01', 'O']"
568, p20/d3007,made,make.v.06,"['I', 'made', 'this']","['speaker', 'make', 'this']","['PRO', 'EPS', 'PRX']","['O', 'make.v.06', 'O']"
569, p20/d3007,chair,chair.n.01,"['this', 'chair', '.']","['this', 'chair', '.']","['PRX', 'CON', 'NIL']","['O', 'chair.n.01', 'O']"
570, p00/d2842,Speak,speak.v.01,"['Speak', 'clear']","['speak', 'clear']","['EXS', 'IST']","['speak.v.01', 'clear.a.09']"
571, p00/d2842,clear,clear.a.09,"['Speak', 'clear', '.']","['speak', 'clear', '.']","['EXS', 'IST', 'NIL']","['speak.v.01', 'clear.a.09', 'O']"
572, p00/d2300,Tom,male.n.02,"['Tom', 'is']","['tom', 'be']","['PER', 'NOW']","['male.n.02', 'O']"
573, p00/d2300,manipulative,manipulative.a.01,"['is', 'manipulative', '.']","['be', 'manipulative', '.']","['NOW', 'IST', 'NIL']","['O', 'manipulative.a.01', 'O']"
574, p30/d1640,He,male.n.02,"['He', 'dreams']","['male', 'dream']","['PRO', 'ENS']","['male.n.02', 'dream.v.01']"
575, p30/d1640,dreams,dream.v.01,"['He', 'dreams', 'that']","['male', 'dream', 'that']","['PRO', 'ENS', 'SUB']","['male.n.02', 'dream.v.01', 'O']"
576, p30/d1640,body,person.n.01,"['every', 'body', 'in']","['every', 'person', 'in']","['AND', 'CON', 'REL']","['O', 'person.n.01', 'O']"
577, p30/d1640,China,country.n.02,"['in', 'China', 'speaks']","['in', 'china', 'speak']","['REL', 'GPE', 'ENS']","['O', 'country.n.02', 'speak.v.03']"
578, p30/d1640,speaks,speak.v.03,"['China', 'speaks', 'Esperanto']","['china', 'speak', 'esperanto']","['GPE', 'ENS', 'CON']","['country.n.02', 'speak.v.03', 'esperanto.n.01']"
579, p30/d1640,Esperanto,esperanto.n.01,"['speaks', 'Esperanto', '.']","['speak', 'esperanto', '.']","['ENS', 'CON', 'NIL']","['speak.v.03', 'esperanto.n.01', 'O']"
580, p00/d1877,very,very.r.01,"['was', 'very', 'good']","['be', 'very', 'good']","['PST', 'INT', 'DEG']","['O', 'very.r.01', 'good.a.01']"
581, p00/d1877,good,good.a.01,"['very', 'good', '.']","['very', 'good', '.']","['INT', 'DEG', 'NIL']","['very.r.01', 'good.a.01', 'O']"
582, p00/d2750,man,man.n.03,"['a', 'man', 'has']","['a', 'man', 'have']","['DIS', 'CON', 'NOW']","['O', 'man.n.03', 'O']"
583, p00/d2750,predicted,predict.v.01,"['has', 'predicted', 'it']","['have', 'predict', 'entity']","['NOW', 'EXT', 'PRO']","['O', 'predict.v.01', 'entity.n.01']"
584, p00/d2750,it,entity.n.01,"['predicted', 'it', '.']","['predict', 'entity', '.']","['EXT', 'PRO', 'NIL']","['predict.v.01', 'entity.n.01', 'O']"
585, p00/d1598,She,female.n.02,"['She', 'ate']","['female', 'eat']","['PRO', 'EPS']","['female.n.02', 'eat.v.01']"
586, p00/d1598,ate,eat.v.01,"['She', 'ate', 'her']","['female', 'eat', 'female']","['PRO', 'EPS', 'HAS']","['female.n.02', 'eat.v.01', 'female.n.02']"
587, p00/d1598,her,female.n.02,"['ate', 'her', 'dinner']","['eat', 'female', 'dinner']","['EPS', 'HAS', 'CON']","['eat.v.01', 'female.n.02', 'dinner.n.01']"
588, p00/d1598,dinner,dinner.n.01,"['her', 'dinner', '.']","['female', 'dinner', '.']","['HAS', 'CON', 'NIL']","['female.n.02', 'dinner.n.01', 'O']"
589, p10/d2732,wanted,want.v.01,"['I', 'wanted', 'to']","['speaker', 'want', 'to']","['PRO', 'EPS', 'NIL']","['O', 'want.v.01', 'O']"
590, p10/d2732,run,run_away.v.01,"['to', 'run', 'away']","['to', 'run~away', 'away']","['NIL', 'EXS', 'REL']","['O', 'run_away.v.01', 'O']"
591, p10/d2732,Tom,male.n.02,"['with', 'Tom', '.']","['with', 'tom', '.']","['REL', 'PER', 'NIL']","['O', 'male.n.02', 'O']"
592, p30/d0792,girl,girl.n.01,"['The', 'girl', 'was']","['the', 'girl', 'be']","['DEF', 'CON', 'PST']","['O', 'girl.n.01', 'O']"
593, p30/d0792,afraid,afraid.a.01,"['was', 'afraid', 'of']","['be', 'afraid', 'of']","['PST', 'IST', 'REL']","['O', 'afraid.a.01', 'O']"
594, p30/d0792,her,female.n.02,"['of', 'her', 'own']","['of', 'female', 'own']","['REL', 'HAS', 'EMP']","['O', 'female.n.02', 'O']"
595, p30/d0792,shadow,shadow.n.01,"['own', 'shadow', '.']","['own', 'shadow', '.']","['EMP', 'CON', 'NIL']","['O', 'shadow.n.01', 'O']"
596, p10/d3357,She,female.n.02,"['She', 'cared']","['female', 'care']","['PRO', 'EPS']","['female.n.02', 'care.v.02']"
597, p10/d3357,cared,care.v.02,"['She', 'cared', 'for']","['female', 'care', 'for']","['PRO', 'EPS', 'REL']","['female.n.02', 'care.v.02', 'O']"
598, p10/d3357,her,female.n.02,"['for', 'her', 'sick']","['for', 'female', 'sick']","['REL', 'HAS', 'IST']","['O', 'female.n.02', 'sick.a.01']"
599, p10/d3357,sick,sick.a.01,"['her', 'sick', 'mother']","['female', 'sick', 'mother']","['HAS', 'IST', 'ROL']","['female.n.02', 'sick.a.01', 'mother.n.01']"
600, p10/d3357,mother,mother.n.01,"['sick', 'mother', '.']","['sick', 'mother', '.']","['IST', 'ROL', 'NIL']","['sick.a.01', 'mother.n.01', 'O']"
601, p00/d3022,saw,see.v.01,"['We', 'saw', 'the']","['speaker', 'see', 'the', 'the']","['PRO', 'EPS', 'DEF', 'DEF']","['O', 'see.v.01', 'O', 'O']"
602, p00/d3022,monkey,monkey.n.01,"['the', 'monkey', 'at']","['the', 'monkey', 'at', 'the']","['DEF', 'CON', 'REL', 'DEF']","['O', 'monkey.n.01', 'O', 'O']"
603, p00/d3022,zoo,zoo.n.01,"['the', 'zoo', '.']","['the', 'the', 'zoo', '.']","['DEF', 'DEF', 'CON', 'NIL']","['O', 'O', 'zoo.n.01', 'O']"
604, p10/d0018,man,man.n.01,"['A', 'man', 'is']","['a', 'man', 'be']","['DIS', 'CON', 'NOW']","['O', 'man.n.01', 'O']"
605, p10/d0018,playing,play.v.07,"['is', 'playing', 'flute']","['be', 'play', 'flute']","['NOW', 'EXG', 'CON']","['O', 'play.v.07', 'flute.n.01']"
606, p10/d0018,flute,flute.n.01,"['playing', 'flute']","['play', 'flute']","['EXG', 'CON']","['play.v.07', 'flute.n.01']"
607, p00/d0055,person,person.n.01,"['no', 'person', 'cutting']","['no', 'person', 'cut']","['NOT', 'CON', 'EXG']","['O', 'person.n.01', 'cut.v.01']"
608, p00/d0055,cutting,cut.v.01,"['person', 'cutting', 'some']","['person', 'cut', 'some']","['CON', 'EXG', 'DIS']","['person.n.01', 'cut.v.01', 'O']"
609, p00/d0055,ginger,ginger.n.02,"['some', 'ginger']","['some', 'ginger']","['DIS', 'CON']","['O', 'ginger.n.02']"
610, p30/d1915,Tom,male.n.02,"['Tom', 'sold']","['tom', 'sell']","['PER', 'EPS']","['male.n.02', 'sell.v.01']"
611, p30/d1915,sold,sell.v.01,"['Tom', 'sold', 'his']","['tom', 'sell', 'male']","['PER', 'EPS', 'HAS']","['male.n.02', 'sell.v.01', 'male.n.02']"
612, p30/d1915,his,male.n.02,"['sold', 'his', 'house']","['sell', 'male', 'house']","['EPS', 'HAS', 'CON']","['sell.v.01', 'male.n.02', 'house.n.01']"
613, p30/d1915,house,house.n.01,"['his', 'house', '.']","['male', 'house', '.']","['HAS', 'CON', 'NIL']","['male.n.02', 'house.n.01', 'O']"
614, p00/d0858,remember,remember.v.01,"[""n't"", 'remember', 'your']","['not', 'remember', 'hearer']","['NOT', 'EXS', 'HAS']","['O', 'remember.v.01', 'O']"
615, p00/d0858,name,name.n.01,"['your', 'name', '.']","['hearer', 'name', '.']","['HAS', 'CON', 'NIL']","['O', 'name.n.01', 'O']"
616, p00/d2743,decapitated,decapitated.a.01,"['A', 'decapitated', 'body']","['a', 'decapitated', 'person']","['DIS', 'IST', 'CON']","['O', 'decapitated.a.01', 'person.n.02']"
617, p00/d2743,body,person.n.02,"['decapitated', 'body', 'was']","['decapitated', 'person', 'be']","['IST', 'CON', 'EPS']","['decapitated.a.01', 'person.n.02', 'be.v.03']"
618, p00/d2743,was,be.v.03,"['body', 'was', 'on']","['person', 'be', 'on']","['CON', 'EPS', 'REL']","['person.n.02', 'be.v.03', 'O']"
619, p00/d2743,coroner,coroner.n.01,"['the', 'coroner', ""'s""]","['the', 'coroner', ""'s""]","['DEF', 'ROL', 'HAS']","['O', 'coroner.n.01', 'O']"
620, p00/d2743,table,table.n.02,"[""'s"", 'table', '.']","[""'s"", 'table', '.']","['HAS', 'CON', 'NIL']","['O', 'table.n.02', 'O']"
621, p00/d3546,monkey,monkey.n.01,"['The', 'monkey', 'escaped']","['the', 'monkey', 'escape']","['DEF', 'CON', 'EPS']","['O', 'monkey.n.01', 'escape.v.01']"
622, p00/d3546,escaped,escape.v.01,"['monkey', 'escaped', 'from']","['monkey', 'escape', 'from']","['CON', 'EPS', 'REL']","['monkey.n.01', 'escape.v.01', 'O']"
623, p00/d3546,its,entity.n.01,"['from', 'its', 'cage']","['from', 'entity', 'cage']","['REL', 'HAS', 'CON']","['O', 'entity.n.01', 'cage.n.01']"
624, p00/d3546,cage,cage.n.01,"['its', 'cage', '.']","['entity', 'cage', '.']","['HAS', 'CON', 'NIL']","['entity.n.01', 'cage.n.01', 'O']"
625, p10/d1983,Who,person.n.01,"['Who', 'did']","['person', 'do']","['QUE', 'PST']","['person.n.01', 'O']"
626, p10/d1983,William~Wallace,male.n.02,"['did', 'William~Wallace', 'defeat']","['do', 'william~wallace', 'defeat']","['PST', 'PER', 'EXS']","['O', 'male.n.02', 'defeat.v.01']"
627, p10/d1983,defeat,defeat.v.01,"['William~Wallace', 'defeat', '?']","['william~wallace', 'defeat', '?']","['PER', 'EXS', 'QUE']","['male.n.02', 'defeat.v.01', 'O']"
628, p20/d2922,button,button.v.02,"['to', 'button', 'my']","['to', 'button', 'speaker']","['NIL', 'EXS', 'HAS']","['O', 'button.v.02', 'O']"
629, p20/d2922,jacket,jacket.n.01,"['my', 'jacket', '.']","['speaker', 'jacket', '.']","['HAS', 'CON', 'NIL']","['O', 'jacket.n.01', 'O']"
630, p10/d3417,found,find.v.03,"['We', 'found', 'one']","['speaker', 'find', 'one']","['PRO', 'EPS', 'CON']","['O', 'find.v.03', 'one.n.02']"
631, p10/d3417,one,one.n.02,"['found', 'one', '.']","['find', 'one', '.']","['EPS', 'CON', 'NIL']","['find.v.03', 'one.n.02', 'O']"
632, p00/d2080,Everybody,person.n.01,"['Everybody', 'hates']","['person', 'hate']","['AND', 'ENS']","['person.n.01', 'hate.v.01']"
633, p00/d2080,hates,hate.v.01,"['Everybody', 'hates', 'me']","['person', 'hate', 'speaker']","['AND', 'ENS', 'PRO']","['person.n.01', 'hate.v.01', 'O']"
634, p20/d2572,father,father.n.01,"['My', 'father', 'is']","['speaker', 'father', 'be']","['HAS', 'ROL', 'NOW']","['O', 'father.n.01', 'O']"
635, p20/d2572,like,like.a.01,"['is', 'like', 'a']","['be', 'like', 'a']","['NOW', 'IST', 'DIS']","['O', 'like.a.01', 'O']"
636, p20/d2572,friend,friend.n.01,"['a', 'friend', 'to']","['a', 'friend', 'to']","['DIS', 'ROL', 'REL']","['O', 'friend.n.01', 'O']"
637, p00/d2556,talk,talk.v.02,"[""n't"", 'talk', 'now']","['not', 'talk', 'now']","['NOT', 'EXS', 'NOW']","['O', 'talk.v.02', 'O']"
638, p10/d2626,ill,ill.a.01,"['was', 'ill', '.']","['be', 'ill', '.']","['PST', 'IST', 'NIL']","['O', 'ill.a.01', 'O']"
639, p00/d1923,It,entity.n.01,"['It', ""'s""]","['entity', 'be']","['PRO', 'NOW']","['entity.n.01', 'O']"
640, p00/d1923,clean,clean.a.02,"[""'s"", 'clean', '.']","['be', 'clean', '.']","['NOW', 'IST', 'NIL']","['O', 'clean.a.02', 'O']"
641, p20/d1847,love,love.v.03,"['I', 'love', 'Hitomi']","['speaker', 'love', 'hitomi']","['PRO', 'ENS', 'PER']","['O', 'love.v.03', 'female.n.02']"
