,sentence,word,sense,context,sym_context,sem_context,sns_context
281, p00/d2752,Tom,male.n.02,"['Tom', 'is', 'the', 'one']","['tom', 'be', 'the', 'one']","['PER', 'ENS', 'DEF', 'CON']","['male.n.02', 'be.v.02', 'O', 'one.n.02']"
282, p00/d2752,is,be.v.02,"['Tom', 'is', 'the', 'one', 'we']","['tom', 'be', 'the', 'one', 'speaker']","['PER', 'ENS', 'DEF', 'CON', 'PRO']","['male.n.02', 'be.v.02', 'O', 'one.n.02', 'O']"
283, p00/d2752,one,one.n.02,"['Tom', 'is', 'the', 'one', 'we', 'want', '.']","['tom', 'be', 'the', 'one', 'speaker', 'want', '.']","['PER', 'ENS', 'DEF', 'CON', 'PRO', 'ENS', 'NIL']","['male.n.02', 'be.v.02', 'O', 'one.n.02', 'O', 'want.v.03', 'O']"
284, p00/d2662,love,love.v.01,"['I', 'love', 'Italian', 'food', '.']","['speaker', 'love', 'italy', 'food', '.']","['PRO', 'ENS', 'GPO', 'CON', 'NIL']","['O', 'love.v.01', 'country.n.02', 'food.n.02', 'O']"
285, p00/d2662,Italian,country.n.02,"['I', 'love', 'Italian', 'food', '.']","['speaker', 'love', 'italy', 'food', '.']","['PRO', 'ENS', 'GPO', 'CON', 'NIL']","['O', 'love.v.01', 'country.n.02', 'food.n.02', 'O']"
286, p10/d0853,He,male.n.02,"['He', 'had', 'one', 'daughter']","['male', 'have', '1', 'daughter']","['PRO', 'EPS', 'QUC', 'ROL']","['male.n.02', 'have.v.01', 'O', 'daughter.n.01']"
287, p10/d0853,had,have.v.01,"['He', 'had', 'one', 'daughter', '.']","['male', 'have', '1', 'daughter', '.']","['PRO', 'EPS', 'QUC', 'ROL', 'NIL']","['male.n.02', 'have.v.01', 'O', 'daughter.n.01', 'O']"
288, p00/d0892,This,entity.n.01,"['This', 'is', 'the', 'woman']","['entity', 'be', 'the', 'woman']","['PRX', 'ENS', 'DEF', 'CON']","['entity.n.01', 'be.v.02', 'O', 'woman.n.01']"
289, p00/d0892,is,be.v.02,"['This', 'is', 'the', 'woman', 'whose']","['entity', 'be', 'the', 'woman', 'person']","['PRX', 'ENS', 'DEF', 'CON', 'HAS']","['entity.n.01', 'be.v.02', 'O', 'woman.n.01', 'person.n.01']"
290, p00/d0892,woman,woman.n.01,"['This', 'is', 'the', 'woman', 'whose', 'cars', 'were']","['entity', 'be', 'the', 'woman', 'person', 'car', 'be']","['PRX', 'ENS', 'DEF', 'CON', 'HAS', 'CON', 'PST']","['entity.n.01', 'be.v.02', 'O', 'woman.n.01', 'person.n.01', 'car.n.01', 'O']"
291, p00/d0892,whose,person.n.01,"['is', 'the', 'woman', 'whose', 'cars', 'were', 'stolen']","['be', 'the', 'woman', 'person', 'car', 'be', 'steal']","['ENS', 'DEF', 'CON', 'HAS', 'CON', 'PST', 'EXS']","['be.v.02', 'O', 'woman.n.01', 'person.n.01', 'car.n.01', 'O', 'steal.v.01']"
292, p00/d0892,cars,car.n.01,"['the', 'woman', 'whose', 'cars', 'were', 'stolen', '.']","['the', 'woman', 'person', 'car', 'be', 'steal', '.']","['DEF', 'CON', 'HAS', 'CON', 'PST', 'EXS', 'NIL']","['O', 'woman.n.01', 'person.n.01', 'car.n.01', 'O', 'steal.v.01', 'O']"
293, p00/d0867,want,want.v.01,"['I', 'want', 'to', 'pay', 'with']","['speaker', 'want', 'to', 'pay', 'with']","['PRO', 'ENS', 'NIL', 'EXS', 'REL']","['O', 'want.v.01', 'O', 'pay.v.01', 'O']"
294, p00/d0867,pay,pay.v.01,"['I', 'want', 'to', 'pay', 'with', 'a', 'check']","['speaker', 'want', 'to', 'pay', 'with', 'a', 'check']","['PRO', 'ENS', 'NIL', 'EXS', 'REL', 'DIS', 'CON']","['O', 'want.v.01', 'O', 'pay.v.01', 'O', 'O', 'check.n.01']"
295, p00/d1081,data,data.n.01,"['The', 'data', 'network', 'is', 'now']","['the', 'data', 'network', 'be', 'now']","['DEF', 'CON', 'CON', 'NOW', 'NOW']","['O', 'data.n.01', 'network.n.01', 'O', 'O']"
296, p00/d1081,network,network.n.01,"['The', 'data', 'network', 'is', 'now', 'complete']","['the', 'data', 'network', 'be', 'now', 'complete']","['DEF', 'CON', 'CON', 'NOW', 'NOW', 'IST']","['O', 'data.n.01', 'network.n.01', 'O', 'O', 'complete.a.01']"
297, p20/d3047,people,person.n.01,"['Many', 'people', 'were', 'arrested', '.']","['+', 'person', 'be', 'arrest', '.']","['QUV', 'CON', 'PST', 'EXS', 'NIL']","['O', 'person.n.01', 'O', 'arrest.v.01', 'O']"
298, p20/d2203,bus~driver,bus_driver.n.01,"['The', 'bus~driver', 'was', 'drunk', '.']","['the', 'bus~driver', 'be', 'drunk', '.']","['DEF', 'ROL', 'PST', 'IST', 'NIL']","['O', 'bus_driver.n.01', 'O', 'drunk.a.01', 'O']"
299, p00/d1463,This,entity.n.01,"['This', 'is', 'an', 'old']","['entity', 'be', 'an', 'old']","['PRX', 'ENS', 'DIS', 'DEG']","['entity.n.01', 'be.v.01', 'O', 'old.a.02']"
300, p00/d1463,is,be.v.01,"['This', 'is', 'an', 'old', 'letter']","['entity', 'be', 'an', 'old', 'letter']","['PRX', 'ENS', 'DIS', 'DEG', 'CON']","['entity.n.01', 'be.v.01', 'O', 'old.a.02', 'letter.n.01']"
301, p00/d1463,old,old.a.02,"['This', 'is', 'an', 'old', 'letter', '.']","['entity', 'be', 'an', 'old', 'letter', '.']","['PRX', 'ENS', 'DIS', 'DEG', 'CON', 'NIL']","['entity.n.01', 'be.v.01', 'O', 'old.a.02', 'letter.n.01', 'O']"
302, p00/d1468,Tom,male.n.02,"['Will', 'Tom', 'die', '?']","['will', 'tom', 'die', '?']","['FUT', 'PER', 'EXS', 'QUE']","['O', 'male.n.02', 'die.v.01', 'O']"
303, p00/d1759,Tom,male.n.02,"['Tom', 'was', 'sweating', '.']","['tom', 'be', 'sweat', '.']","['PER', 'PST', 'EXG', 'NIL']","['male.n.02', 'O', 'sweat.v.01', 'O']"
304, p00/d2330,She,female.n.02,"['She', 'caused', 'this', '.']","['female', 'cause', 'entity', '.']","['PRO', 'EPS', 'PRX', 'NIL']","['female.n.02', 'cause.v.01', 'entity.n.01', 'O']"
305, p00/d2330,caused,cause.v.01,"['She', 'caused', 'this', '.']","['female', 'cause', 'entity', '.']","['PRO', 'EPS', 'PRX', 'NIL']","['female.n.02', 'cause.v.01', 'entity.n.01', 'O']"
306, p30/d0706,assassination,assassination.n.02,"['The', 'assassination', 'of', 'Yitzhak~Rabin', 'took']","['the', 'assassination', 'of', 'yitzhak~rabin', 'take~place', 'of', 'of']","['DEF', 'CON', 'REL', 'PER', 'EPS', 'REL', 'REL']","['O', 'assassination.n.02', 'O', 'male.n.02', 'take_place.v.01', 'O', 'O']"
307, p30/d0706,Yitzhak~Rabin,male.n.02,"['The', 'assassination', 'of', 'Yitzhak~Rabin', 'took', 'place', 'on']","['the', 'assassination', 'of', 'yitzhak~rabin', 'take~place', 'place', 'on', 'of', 'of']","['DEF', 'CON', 'REL', 'PER', 'EPS', 'NIL', 'REL', 'REL', 'REL']","['O', 'assassination.n.02', 'O', 'male.n.02', 'take_place.v.01', 'O', 'O', 'O', 'O']"
308, p30/d0706,took,take_place.v.01,"['assassination', 'of', 'Yitzhak~Rabin', 'took', 'place', 'on', 'November']","['assassination', 'of', 'yitzhak~rabin', 'take~place', 'place', 'on', 'november', 'of', 'of']","['CON', 'REL', 'PER', 'EPS', 'NIL', 'REL', 'MOY', 'REL', 'REL']","['assassination.n.02', 'O', 'male.n.02', 'take_place.v.01', 'O', 'O', 'O', 'O', 'O']"
309, p30/d0706,rally,rally.n.01,"['end', 'of', 'a', 'rally', 'in', 'support', 'of']","['of', 'end', 'of', 'a', 'rally', 'in', 'support', 'of', 'in']","['REL', 'CON', 'REL', 'DIS', 'CON', 'REL', 'CON', 'REL', 'REL']","['O', 'O', 'O', 'O', 'rally.n.01', 'O', 'support.n.02', 'O', 'O']"
310, p30/d0706,support,support.n.02,"['a', 'rally', 'in', 'support', 'of', 'the', 'Oslo']","['of', 'the', 'of', 'a', 'rally', 'in', 'support', 'of', 'the', 'oslo', 'the', 'in']","['REL', 'DEF', 'REL', 'DIS', 'CON', 'REL', 'CON', 'REL', 'DEF', 'GPE', 'DEF', 'REL']","['O', 'O', 'O', 'O', 'rally.n.01', 'O', 'support.n.02', 'O', 'O', 'city.n.01', 'O', 'O']"
311, p30/d0706,Oslo,city.n.01,"['support', 'of', 'the', 'Oslo', 'agreements', 'at', 'the']","['of', 'at', 'at', 'the', 'of', 'support', 'of', 'the', 'oslo', 'agreement', 'at', 'the']","['REL', 'REL', 'REL', 'DEF', 'REL', 'CON', 'REL', 'DEF', 'GPE', 'CON', 'REL', 'DEF']","['O', 'O', 'O', 'O', 'O', 'support.n.02', 'O', 'O', 'city.n.01', 'agreement.n.01', 'O', 'O']"
312, p30/d0706,agreements,agreement.n.01,"['of', 'the', 'Oslo', 'agreements', 'at', 'the', 'Kings~of~Israel~Square']","['of', 'at', 'at', 'the', 'of', 'of', 'the', 'oslo', 'agreement', 'at', 'the', 'kings~of~israel~square']","['REL', 'REL', 'REL', 'DEF', 'REL', 'REL', 'DEF', 'GPE', 'CON', 'REL', 'DEF', 'GEO']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'city.n.01', 'agreement.n.01', 'O', 'O', 'public_square.n.01']"
313, p30/d0706,Kings~of~Israel~Square,public_square.n.01,"['agreements', 'at', 'the', 'Kings~of~Israel~Square', 'in', 'Tel~Aviv', '.']","['at', 'at', 'the', 'in', 'the', 'agreement', 'at', 'the', 'kings~of~israel~square', 'in', 'tel~aviv', '.']","['REL', 'REL', 'DEF', 'REL', 'DEF', 'CON', 'REL', 'DEF', 'GEO', 'REL', 'GPE', 'NIL']","['O', 'O', 'O', 'O', 'O', 'agreement.n.01', 'O', 'O', 'public_square.n.01', 'O', 'city.n.01', 'O']"
314, p10/d3210,Tom,male.n.02,"['Tom', ""'s"", 'smiling', '.']","['tom', 'be', 'smile', '.']","['PER', 'NOW', 'EXG', 'NIL']","['male.n.02', 'O', 'smile.v.01', 'O']"
315, p00/d1558,Stir,stir.v.01,"['Stir', 'the', 'paint', 'with']","['stir', 'the', 'paint', 'with']","['EXS', 'DEF', 'CON', 'REL']","['stir.v.01', 'O', 'paint.n.01', 'O']"
316, p00/d1558,paint,paint.n.01,"['Stir', 'the', 'paint', 'with', 'a', 'stick']","['stir', 'the', 'paint', 'with', 'a', 'stick']","['EXS', 'DEF', 'CON', 'REL', 'DIS', 'CON']","['stir.v.01', 'O', 'paint.n.01', 'O', 'O', 'stick.n.01']"
317, p30/d0019,man,man.n.01,"['A', 'man', 'is', 'shooting', 'with']","['a', 'man', 'be', 'shoot', 'with']","['DIS', 'CON', 'NOW', 'EXG', 'REL']","['O', 'man.n.01', 'O', 'shoot.v.01', 'O']"
318, p30/d0019,shooting,shoot.v.01,"['A', 'man', 'is', 'shooting', 'with', 'a', 'bow']","['a', 'man', 'be', 'shoot', 'with', 'a', 'bow']","['DIS', 'CON', 'NOW', 'EXG', 'REL', 'DIS', 'CON']","['O', 'man.n.01', 'O', 'shoot.v.01', 'O', 'O', 'bow.n.04']"
319, p10/d0782,smell,smell.n.01,"['A', 'smell', 'of', 'lilies', 'filled']","['a', 'smell', 'of', 'lily', 'fill']","['DIS', 'CON', 'REL', 'CON', 'EPS']","['O', 'smell.n.01', 'O', 'lily.n.01', 'fill.v.01']"
320, p10/d0782,lilies,lily.n.01,"['A', 'smell', 'of', 'lilies', 'filled', 'the', 'room']","['a', 'smell', 'of', 'lily', 'fill', 'the', 'room']","['DIS', 'CON', 'REL', 'CON', 'EPS', 'DEF', 'CON']","['O', 'smell.n.01', 'O', 'lily.n.01', 'fill.v.01', 'O', 'room.n.01']"
321, p10/d0782,filled,fill.v.01,"['smell', 'of', 'lilies', 'filled', 'the', 'room', '.']","['smell', 'of', 'lily', 'fill', 'the', 'room', '.']","['CON', 'REL', 'CON', 'EPS', 'DEF', 'CON', 'NIL']","['smell.n.01', 'O', 'lily.n.01', 'fill.v.01', 'O', 'room.n.01', 'O']"
322, p10/d3291,Tom,male.n.02,"['Tom', 'arrived', 'at', '2:30']","['tom', 'arrive', 'at', '14:30']","['PER', 'EPS', 'REL', 'CLO']","['male.n.02', 'arrive.v.01', 'O', 'O']"
323, p10/d3291,arrived,arrive.v.01,"['Tom', 'arrived', 'at', '2:30', '.']","['tom', 'arrive', 'at', '14:30', '.']","['PER', 'EPS', 'REL', 'CLO', 'NIL']","['male.n.02', 'arrive.v.01', 'O', 'O', 'O']"
324, p30/d2033,Breakfast,breakfast.n.01,"['Breakfast', 'is', 'served', 'at']","['breakfast', 'be', 'serve', 'at']","['CON', 'NOW', 'EXS', 'REL']","['breakfast.n.01', 'O', 'serve.v.06', 'O']"
325, p30/d2033,served,serve.v.06,"['Breakfast', 'is', 'served', 'at', 'seven~a.m.']","['breakfast', 'be', 'serve', 'at', '07:00']","['CON', 'NOW', 'EXS', 'REL', 'CLO']","['breakfast.n.01', 'O', 'serve.v.06', 'O', 'O']"
326, p00/d2909,She,female.n.02,"['She', 'acknowledged', 'her', 'mistake']","['female', 'acknowledge', 'female', 'mistake']","['PRO', 'EPS', 'HAS', 'CON']","['female.n.02', 'acknowledge.v.01', 'female.n.02', 'mistake.n.01']"
327, p00/d2909,acknowledged,acknowledge.v.01,"['She', 'acknowledged', 'her', 'mistake', '.']","['female', 'acknowledge', 'female', 'mistake', '.']","['PRO', 'EPS', 'HAS', 'CON', 'NIL']","['female.n.02', 'acknowledge.v.01', 'female.n.02', 'mistake.n.01', 'O']"
328, p00/d2909,her,female.n.02,"['She', 'acknowledged', 'her', 'mistake', '.']","['female', 'acknowledge', 'female', 'mistake', '.']","['PRO', 'EPS', 'HAS', 'CON', 'NIL']","['female.n.02', 'acknowledge.v.01', 'female.n.02', 'mistake.n.01', 'O']"
329, p00/d2860,understand,understand.v.01,"['I', 'ca', ""n't"", 'understand', 'this', 'table', '.']","['speaker', 'can', 'not', 'understand', 'entity', 'table', '.']","['PRO', 'POS', 'NOT', 'EXS', 'PRX', 'CON', 'NIL']","['O', 'O', 'O', 'understand.v.01', 'entity.n.01', 'table.n.01', 'O']"
330, p00/d2860,this,entity.n.01,"['ca', ""n't"", 'understand', 'this', 'table', '.']","['can', 'not', 'understand', 'entity', 'table', '.']","['POS', 'NOT', 'EXS', 'PRX', 'CON', 'NIL']","['O', 'O', 'understand.v.01', 'entity.n.01', 'table.n.01', 'O']"
331, p00/d1906,He,male.n.02,"['He', 'needs', 'assistants', '.']","['male', 'need', 'assistant', '.']","['PRO', 'ENS', 'ROL', 'NIL']","['male.n.02', 'need.v.01', 'assistant.n.01', 'O']"
332, p00/d1906,needs,need.v.01,"['He', 'needs', 'assistants', '.']","['male', 'need', 'assistant', '.']","['PRO', 'ENS', 'ROL', 'NIL']","['male.n.02', 'need.v.01', 'assistant.n.01', 'O']"
333, p30/d2474,are,be.v.03,"['There', 'are', 'many', 'fish', 'in']","['there', 'be', '+', 'fish', 'in']","['NIL', 'ENS', 'QUV', 'CON', 'REL']","['O', 'be.v.03', 'O', 'fish.n.01', 'O']"
334, p30/d2474,fish,fish.n.01,"['There', 'are', 'many', 'fish', 'in', 'this', 'lake']","['there', 'be', '+', 'fish', 'in', 'this', 'lake']","['NIL', 'ENS', 'QUV', 'CON', 'REL', 'PRX', 'CON']","['O', 'be.v.03', 'O', 'fish.n.01', 'O', 'O', 'lake.n.01']"
335, p00/d0809,dog,dog.n.01,"['The', 'dog', 'attacked', 'the', 'little']","['the', 'dog', 'attack', 'the', 'little']","['DEF', 'CON', 'EPS', 'DEF', 'IST']","['O', 'dog.n.01', 'attack.v.04', 'O', 'little.a.03']"
336, p00/d0809,attacked,attack.v.04,"['The', 'dog', 'attacked', 'the', 'little', 'boy']","['the', 'dog', 'attack', 'the', 'little', 'boy']","['DEF', 'CON', 'EPS', 'DEF', 'IST', 'CON']","['O', 'dog.n.01', 'attack.v.04', 'O', 'little.a.03', 'boy.n.01']"
337, p00/d0809,little,little.a.03,"['dog', 'attacked', 'the', 'little', 'boy', '.']","['dog', 'attack', 'the', 'little', 'boy', '.']","['CON', 'EPS', 'DEF', 'IST', 'CON', 'NIL']","['dog.n.01', 'attack.v.04', 'O', 'little.a.03', 'boy.n.01', 'O']"
338, p00/d1903,Tom,male.n.02,"['Tom', 'played', 'with', 'his']","['tom', 'play', 'with', 'male']","['PER', 'EPS', 'REL', 'HAS']","['male.n.02', 'play.v.05', 'O', 'male.n.02']"
339, p00/d1903,played,play.v.05,"['Tom', 'played', 'with', 'his', 'dog']","['tom', 'play', 'with', 'male', 'dog']","['PER', 'EPS', 'REL', 'HAS', 'CON']","['male.n.02', 'play.v.05', 'O', 'male.n.02', 'dog.n.01']"
340, p00/d1903,his,male.n.02,"['Tom', 'played', 'with', 'his', 'dog', '.']","['tom', 'play', 'with', 'male', 'dog', '.']","['PER', 'EPS', 'REL', 'HAS', 'CON', 'NIL']","['male.n.02', 'play.v.05', 'O', 'male.n.02', 'dog.n.01', 'O']"
341, p00/d3420,saving,save_up.v.01,"['I', 'am', 'saving', 'up', 'so~that', 'I']","['speaker', 'be', 'save~up', 'up', 'so~that', 'speaker']","['PRO', 'NOW', 'EXG', 'REL', 'SUB', 'PRO']","['O', 'O', 'save_up.v.01', 'O', 'O', 'O']"
342, p00/d3420,go,go.v.01,"['so~that', 'I', 'can', 'go', 'to', 'Australia', '.']","['speaker', 'so~that', 'speaker', 'can', 'go', 'to', 'australia', '.']","['PRO', 'SUB', 'PRO', 'POS', 'EXS', 'REL', 'GPE', 'NIL']","['O', 'O', 'O', 'O', 'go.v.01', 'O', 'country.n.02', 'O']"
343, p20/d3161,Seicho~Matumoto,male.n.02,"['Seicho~Matumoto', 'died', 'in', '1992']","['seicho~matumoto', 'die', 'in', '1992']","['PER', 'EPS', 'REL', 'YOC']","['male.n.02', 'die.v.01', 'O', 'O']"
344, p20/d3161,died,die.v.01,"['Seicho~Matumoto', 'died', 'in', '1992', '.']","['seicho~matumoto', 'die', 'in', '1992', '.']","['PER', 'EPS', 'REL', 'YOC', 'NIL']","['male.n.02', 'die.v.01', 'O', 'O', 'O']"
345, p20/d0986,develop,develop.v.01,"['Let', 'us', 'develop', 'this', '.']","['let', 'speaker', 'develop', 'entity', '.']","['FUT', 'PRO', 'EXS', 'PRX', 'NIL']","['O', 'O', 'develop.v.01', 'entity.n.01', 'O']"
346, p00/d2568,Tom,male.n.02,"['Tom', 'has', 'a', 'Swiss']","['tom', 'have', 'a', 'switzerland']","['PER', 'ENS', 'DIS', 'GPO']","['male.n.02', 'have.v.01', 'O', 'country.n.02']"
347, p00/d2568,has,have.v.01,"['Tom', 'has', 'a', 'Swiss', 'bank~account']","['tom', 'have', 'a', 'switzerland', 'bank~account']","['PER', 'ENS', 'DIS', 'GPO', 'CON']","['male.n.02', 'have.v.01', 'O', 'country.n.02', 'bank_account.n.01']"
348, p00/d2568,Swiss,country.n.02,"['Tom', 'has', 'a', 'Swiss', 'bank~account', '.']","['tom', 'have', 'a', 'switzerland', 'bank~account', '.']","['PER', 'ENS', 'DIS', 'GPO', 'CON', 'NIL']","['male.n.02', 'have.v.01', 'O', 'country.n.02', 'bank_account.n.01', 'O']"
349, p00/d0952,lost,lose.v.04,"['I', 'lost', 'my', 'key', '.']","['speaker', 'lose', 'speaker', 'key', '.']","['PRO', 'EPS', 'HAS', 'CON', 'NIL']","['O', 'lose.v.04', 'O', 'key.n.01', 'O']"
350, p00/d1582,deserve,deserve.v.01,"['I', 'deserve', 'an', 'explanation', '.']","['speaker', 'deserve', 'an', 'explanation', '.']","['PRO', 'ENS', 'DIS', 'CON', 'NIL']","['O', 'deserve.v.01', 'O', 'explanation.n.01', 'O']"
351, p30/d3513,do,do.v.02,"['I', 'do', 'some', 'work', 'for']","['speaker', 'do', 'some', 'work', 'for']","['PRO', 'ENS', 'DIS', 'CON', 'REL']","['O', 'do.v.02', 'O', 'work.n.03', 'O']"
352, p30/d3513,work,work.n.03,"['I', 'do', 'some', 'work', 'for', 'Tom', 'from~time~to~time']","['speaker', 'do', 'some', 'work', 'for', 'tom', 'from~time~to~time']","['PRO', 'ENS', 'DIS', 'CON', 'REL', 'PER', 'IST']","['O', 'do.v.02', 'O', 'work.n.03', 'O', 'male.n.02', 'from_time_to_time.r.01']"
353, p30/d3513,Tom,male.n.02,"['some', 'work', 'for', 'Tom', 'from~time~to~time', '.']","['some', 'work', 'for', 'tom', 'from~time~to~time', '.']","['DIS', 'CON', 'REL', 'PER', 'IST', 'NIL']","['O', 'work.n.03', 'O', 'male.n.02', 'from_time_to_time.r.01', 'O']"
354, p00/d0784,Bob,male.n.02,"['Bob', 'is', 'popular', 'at']","['bob', 'be', 'popular', 'at']","['PER', 'NOW', 'IST', 'REL']","['male.n.02', 'be.v.01', 'popular.a.01', 'O']"
355, p00/d0784,is,be.v.01,"['Bob', 'is', 'popular', 'at', 'school']","['bob', 'be', 'popular', 'at', 'school']","['PER', 'NOW', 'IST', 'REL', 'CON']","['male.n.02', 'be.v.01', 'popular.a.01', 'O', 'school.n.06']"
356, p00/d0784,popular,popular.a.01,"['Bob', 'is', 'popular', 'at', 'school', '.']","['bob', 'be', 'popular', 'at', 'school', '.']","['PER', 'NOW', 'IST', 'REL', 'CON', 'NIL']","['male.n.02', 'be.v.01', 'popular.a.01', 'O', 'school.n.06', 'O']"
357, p00/d2596,stung,sting.v.02,"['I', ""'ve"", 'been', 'stung', 'by', 'a', 'hornet']","['speaker', 'have', 'be', 'sting', 'by', 'a', 'hornet']","['PRO', 'NOW', 'PFT', 'EXS', 'REL', 'DIS', 'CON']","['O', 'O', 'O', 'sting.v.02', 'O', 'O', 'hornet.n.01']"
358, p30/d2976,gold,gold.a.01,"['That', 'gold', 'ring', 'belonged', 'to']","['that', 'gold', 'ring', 'belong', 'to']","['DST', 'CON', 'CON', 'EPS', 'REL']","['O', 'gold.a.01', 'ring.n.08', 'belong.v.01', 'O']"
359, p30/d2976,ring,ring.n.08,"['That', 'gold', 'ring', 'belonged', 'to', 'my']","['that', 'gold', 'ring', 'belong', 'to', 'speaker']","['DST', 'CON', 'CON', 'EPS', 'REL', 'HAS']","['O', 'gold.a.01', 'ring.n.08', 'belong.v.01', 'O', 'O']"
360, p30/d2976,belonged,belong.v.01,"['That', 'gold', 'ring', 'belonged', 'to', 'my', 'mother']","['that', 'gold', 'ring', 'belong', 'to', 'speaker', 'mother']","['DST', 'CON', 'CON', 'EPS', 'REL', 'HAS', 'ROL']","['O', 'gold.a.01', 'ring.n.08', 'belong.v.01', 'O', 'O', 'mother.n.01']"
361, p20/d1392,time~zones,time_zone.n.01,"['How', 'many', 'time~zones', 'are', 'there', 'in']","['how', '?', 'time~zone', 'be', 'there', 'in']","['QUE', 'QUV', 'CON', 'ENS', 'NIL', 'REL']","['O', 'O', 'time_zone.n.01', 'be.v.03', 'O', 'O']"
362, p20/d1392,are,be.v.03,"['How', 'many', 'time~zones', 'are', 'there', 'in', 'the']","['how', '?', 'time~zone', 'be', 'there', 'in', 'the']","['QUE', 'QUV', 'CON', 'ENS', 'NIL', 'REL', 'DEF']","['O', 'O', 'time_zone.n.01', 'be.v.03', 'O', 'O', 'O']"
363, p00/d1719,took,take.v.09,"['I', 'took', 'the', 'elevator', 'to']","['speaker', 'take', 'the', 'elevator', 'to', 'the']","['PRO', 'EPS', 'DEF', 'CON', 'REL', 'DEF']","['O', 'take.v.09', 'O', 'elevator.n.01', 'O', 'O']"
364, p00/d1719,elevator,elevator.n.01,"['I', 'took', 'the', 'elevator', 'to', 'the', 'third']","['speaker', 'take', 'the', 'elevator', 'to', 'the', '3']","['PRO', 'EPS', 'DEF', 'CON', 'REL', 'DEF', 'ORD']","['O', 'take.v.09', 'O', 'elevator.n.01', 'O', 'O', '3.n.01']"
365, p00/d1719,third,3.n.01,"['elevator', 'to', 'the', 'third', 'floor', '.']","['the', 'elevator', 'to', 'the', '3', 'floor', '.']","['DEF', 'CON', 'REL', 'DEF', 'ORD', 'CON', 'NIL']","['O', 'elevator.n.01', 'O', 'O', '3.n.01', 'floor.n.02', 'O']"
366, p10/d2786,He,male.n.02,"['He', 'walked', 'along', 'the']","['male', 'walk', 'along', 'the']","['PRO', 'EPS', 'REL', 'DEF']","['male.n.02', 'walk.v.01', 'O', 'O']"
367, p10/d2786,walked,walk.v.01,"['He', 'walked', 'along', 'the', 'river']","['male', 'walk', 'along', 'the', 'river']","['PRO', 'EPS', 'REL', 'DEF', 'CON']","['male.n.02', 'walk.v.01', 'O', 'O', 'river.n.01']"
368, p10/d2993,journeys,journey.n.01,"['All', 'journeys', 'begin', 'with', 'a']","['all', 'journey', 'begin', 'with', 'a']","['AND', 'CON', 'EXS', 'REL', 'DIS']","['O', 'journey.n.01', 'begin.v.01', 'O', 'O']"
369, p10/d2993,begin,begin.v.01,"['All', 'journeys', 'begin', 'with', 'a', 'first~step']","['all', 'journey', 'begin', 'with', 'a', 'first~step']","['AND', 'CON', 'EXS', 'REL', 'DIS', 'CON']","['O', 'journey.n.01', 'begin.v.01', 'O', 'O', 'first_step.n.01']"
370, p30/d2082,policemen,policeman.n.01,"['The', 'two', 'policemen', 'were', 'exhausted', ',']","['the', '2', 'policeman', 'be', 'exhausted', ',']","['DEF', 'QUC', 'ROL', 'PST', 'IST', 'NIL']","['O', 'O', 'policeman.n.01', 'O', 'exhausted.a.01', 'O']"
371, p30/d2082,exhausted,exhausted.a.01,"['two', 'policemen', 'were', 'exhausted', ',', 'too', '.']","['2', 'policeman', 'be', 'exhausted', ',', 'too', '.']","['QUC', 'ROL', 'PST', 'IST', 'NIL', 'ALT', 'NIL']","['O', 'policeman.n.01', 'O', 'exhausted.a.01', 'O', 'O', 'O']"
372, p10/d0831,are,be.v.03,"['You', 'are', 'on', 'the', 'wrong']","['hearer', 'be', 'on', 'the', 'wrong']","['PRO', 'ENS', 'REL', 'DEF', 'IST']","['O', 'be.v.03', 'O', 'O', 'wrong.a.03']"
373, p10/d0831,wrong,wrong.a.03,"['are', 'on', 'the', 'wrong', 'train', '.']","['be', 'on', 'the', 'wrong', 'train', '.']","['ENS', 'REL', 'DEF', 'IST', 'CON', 'NIL']","['be.v.03', 'O', 'O', 'wrong.a.03', 'train.n.01', 'O']"
374, p10/d2009,want,want.v.01,"['I', 'want', 'a', 'divorce', '.']","['speaker', 'want', 'a', 'divorce', '.']","['PRO', 'ENS', 'DIS', 'CON', 'NIL']","['O', 'want.v.01', 'O', 'divorce.n.01', 'O']"
375, p30/d3331,Tom,male.n.02,"['Tom', 'got', 'an', 'A']","['tom', 'get', 'an', 'a']","['PER', 'EPS', 'DIS', 'SCO']","['male.n.02', 'get.v.09', 'O', 'O']"
376, p30/d3331,got,get.v.09,"['Tom', 'got', 'an', 'A', '.']","['tom', 'get', 'an', 'a', '.']","['PER', 'EPS', 'DIS', 'SCO', 'NIL']","['male.n.02', 'get.v.09', 'O', 'O', 'O']"
377, p00/d2993,pie,pie.n.01,"['The', 'pie', 'is', 'fresh', '.']","['the', 'pie', 'be', 'fresh', '.']","['DEF', 'CON', 'NOW', 'IST', 'NIL']","['O', 'pie.n.01', 'O', 'fresh.a.01', 'O']"
378, p10/d3082,Tom,male.n.02,"['Tom', 'is', ""n't"", 'my']","['tom', 'be', 'not', 'speaker']","['PER', 'ENS', 'NOT', 'HAS']","['male.n.02', 'be.v.02', 'O', 'O']"
